type,char,frequency
zzs,[屮/工/毋],11
zzs,[勿/(止*止)],11
zzs,[留-刀+巳],11
zzs,[打-丁+幾],11
zzs,[色-巴+(序-予+天)],11
zzs,[田/十],11
zzs,[(ㄇ@人)/音],11
zzs,[揳-大+廾],11
zzs,[紵-丁+死],11
zzs,[泳-永+(亡/(罩-卓+(月*羊*几)))],11
zzs,[匚@贛],11
zzs,[土*巴],11
zzs,[獼-爾+(乞-乙+小)],11
zzs,[氂-未+牛],11
zzs,[瘦-又+成],11
zzs,[羺-而+品],11
zzs,[泳-永+水],11
zzs,[(ㄠ*車*ㄠ)/(匚@一)],11
zzs,[勝-力+天],11
zzs,[多*(厂@火)],11
zzs,[雪-雨],11
zzs,[月*肴],11
zzs,[卄/黽],11
zzs,[穴/臼],11
zzs,[口*咨],11
zzs,[脈-月+角],11
zzs,[怡-台+墨],10
zzs,[束*犬],10
zzs,[(二/日)*戈],10
zzs,[黍-禾+唎],10
zzs,[田*男],10
zzs,[臼/一/八],10
zzs,[言*戈],10
zzs,[桓-旦+(亞-二)],10
zzs,[寢-爿+(攸-ㄆ)],10
zzs,[宋-木+(白-日+口)],10
zzs,[(〦/日)*首],10
zzs,[(林/日)*ㄆ],10
zzs,[款-欠+余],10
zzs,[句-口+工],10
no_gaiji,ざ,10
zzs,[敲-高+壴],10
zzs,[雋-隹+椎],10
zzs,[少/(免-(色-巴)+(白-日))],10
no_gaiji,Д,10
zzs,[目*(危-(夗-夕)+夫)],10
zzs,[○@─],10
zzs,[打-丁+裁],10
zzs,[企-止+皂],10
zzs,[(└@(耜-耒))*頁],10
zzs,[金*恣],10
no_gaiji,х,10
zzs,[口*但],10
zzs,[同-(一/口)],10
zzs,[怡-台+阜],10
zzs,[魏/山],10
zzs,[宜*以],10
zzs,[阿-可+帚],10
zzs,[罩-卓+水],10
zzs,[○@(?/─)],10
zzs,[拚-ㄙ+云],10
zzs,[疏-(梳-木)+俞],10
zzs,[曰/直],10
zzs,[鏍-糸+廾],10
zzs,[革*(蔑-戍+戊)],10
zzs,[狂-王+盾],10
zzs,[怡-台+篾],10
zzs,[厂@((甘/肉)*犬)],10
zzs,[月*(艮-日+口)],10
zzs,[口*絡],10
zzs,[口*絰],10
zzs,[梳-木+口],10
zzs,[糸*(色-巴+也)],10
zzs,[言*(遻-(這-言))],10
zzs,[口*邪],10
zzs,[絳-糸+虫],10
zzs,[社-土+(票-示+土)],10
zzs,[前-刖+(〡*日)],10
zzs,[尸@憍],10
zzs,[腐-肉+衣],10
zzs,[日/黽],10
zzs,[肆-聿+((彰-章)/(曼-又+万))],10
zzs,[穴/友],10
zzs,[袖-由+芺],10
zzs,[宋-木+屈],10
no_gaiji,む,10
zzs,[褒-保+曰],10
zzs,[白/(匚@一)],10
zzs,[舉-與+角],10
zzs,[貝*善],10
zzs,[懞-卄],10
zzs,[乳-孚+月],10
zzs,[怡-台+(噗-口)],10
zzs,[彳*至],9
zzs,[口*(匕/示)*(入/米)],9
no_gaiji,∵,9
zzs,[美-天+(瞭-目-(日/小))],9
zzs,[社-土+禺],9
zzs,[社-土+(ㄙ/天)],9
zzs,[袖-由+希],9
zzs,[喵-卄+(一/(匚*〡*〡*(巨-匚)))],9
zzs,[髟/吒],9
zzs,[序-予+(券-刀+土)],9
zzs,[口*蜜],9
zzs,[口*拶],9
zzs,[?(○/(○*○))],9
zzs,[(毤-允+豕)-毛+生],9
zzs,[○@尾],9
zzs,[革*(立-一+可)],9
zzs,[向-口+┴],9
no_gaiji,ㄚ,9
zzs,[絳-糸+牛],9
zzs,[敲-高+口],9
zzs,[宋-木+巢],9
zzs,[爿-〡+(序-予)],9
zzs,[多*來],9
zzs,[肱-月+舟],9
zzs,[夢-夕+棐],9
zzs,[番*(匕/匕)],9
zzs,[毯-炎+數],9
zzs,[(○*○*○)/＝],9
zzs,[合-一+(恭-共)],9
zzs,[月*(夸-大+八)],9
zzs,[楒-心+廾],9
zzs,[生/(丹-、+│)],9
zzs,[予*肖],9
zzs,[卄/〦/米],9
zzs,[蓋-去+(大/ㄙ)],9
zzs,[幔-又+力],9
zzs,[肆-聿+曼],9
zzs,[卄/(麩-夫+壬)],9
zzs,[圯/土],9
no_gaiji,Ф,9
zzs,[王*　],9
zzs,[米*遂],9
zzs,[按-女+(口/口)],9
zzs,[口*雞],9
zzs,[((嘹-口)-小)-日+(工/十)],9
zzs,[乞-乙+几],9
zzs,[棣-木+(上/矢)],9
zzs,[((〦/米)*力)/里],9
zzs,[厂@(羊*(艮-日+口))],9
zzs,[先@人],9
zzs,[鸚-女+隹],9
zzs,[夢-夕+悟],9
zzs,[盍*豊],9
zzs,[起-巳+喜],9
zzs,[共-八+口],9
zzs,[○@(俬-禾)],9
zzs,[毯-炎+(琛-王)],9
zzs,[卄/困],9
zzs,[醠-央+云],9
zzs,[口*(曰/羅)],9
zzs,[虫*瓦],9
no_gaiji,Ṭ,9
zzs,[袖-由+業],9
no_gaiji,X,9
zzs,[修-(仁-二)+彳],9
zzs,[朿*力],9
zzs,[袖-由+兆],9
zzs,[奐-大+((〡*目)/一/乂)],9
zzs,[飢-几+燕],9
zzs,[王*(十/(罩-卓+衣))],9
zzs,[摞-田+莫],9
zzs,[句-口+(刁-(幻-ㄠ))],9
zzs,[疏-(梳-木)+亦],9
zzs,[春-日+(〡*日)],9
zzs,[蔡-示+土],9
zzs,[打-丁+袁],9
zzs,[(ㄇ@乂)/ㄙ/月],9
zzs,[馬*色],9
zzs,[〦/(田*人)],9
zzs,[踧-叔+(、廾、、、、)],9
zzs,[口*(且/八)],9
zzs,[勝-力+豕],9
zzs,[豸*殳],9
zzs,[口*(阿-可+(施-方))],9
zzs,[涓-口+(└@口)],9
zzs,[糝-(彰-章)+小],9
zzs,[日*民],9
zzs,[幻-ㄠ+正],9
zzs,[囗@ㄨ],9
zzs,[目*(宭-尹+工)],9
zzs,[鋄-火+公],9
zzs,[口*梩],9
zzs,[馬*間],9
zzs,[惎-八],9
zzs,[雨/巾],9
zzs,[怡-台+居],9
zzs,[月*匋],8
zzs,[玃-(目*目)+賏],8
zzs,[雪-雨+甡],8
zzs,[言*木],8
no_gaiji,げ,8
no_gaiji,オ,8
zzs,[舟*(券-刀)],8
zzs,[尸@目],8
zzs,[?*十],8
zzs,[契-丰+生],8
zzs,[沱-匕+隹],8
zzs,[襌-(田/十)+(王*寸)],8
zzs,[前-刖+(┴*├)],8
zzs,[(〦/日)*(山/大)],8
zzs,[打-丁+咒],8
zzs,[(雪-雨)/大],8
zzs,[應-倠+林],8
zzs,[日*示],8
zzs,[耑*(犮-乂+又)],8
zzs,[栥-欠+匕],8
zzs,[日*親],8
zzs,[骨*委],8
zzs,[塽-(爻*爻)+((人/人)*(人/人))],8
zzs,[尼*隹],8
zzs,[欚-虫],8
zzs,[仁-二+(尼-尸+ㄕ)],8
zzs,[寧*各],8
zzs,[(厂-一)*臣],8
zzs,[仁-二+零],8
zzs,[日/亥],8
zzs,[土*坐],8
zzs,[金*離],8
zzs,[牚*支],8
zzs,[茆-ㄗ+(邱-丘)],8
zzs,[序-予+單],8
zzs,[企-止+古],8
zzs,[旭-日+(虎-儿+巾)],8
zzs,[牛*互],8
zzs,[烈-列+非],8
zzs,[墓-旲+汜],8
zzs,[目*互],8
zzs,[田*(乞-乙+小)],8
zzs,[乎*(虎-儿+几)],8
zzs,[皵-日+月],8
zzs,[崲-王+儿],8
zzs,[吆*刀],8
zzs,[穴/奴],8
zzs,[袖-由+(虍-七+巿)],8
zzs,[社-土+今],8
zzs,[跳-兆+蔡],8
zzs,[尤-尢+舐],8
zzs,[抏-兀+廾],8
zzs,[月*(而/火)],8
zzs,[劇-豕+又],8
zzs,[戀-心+火],8
zzs,[病-丙+(玉-王+氏)],8
zzs,[這-言+(卄/手)],8
zzs,[病-丙+爪],8
zzs,[邱-丘+(甬-用+((巨-匚)@十))],8
zzs,[堽-正+止],8
zzs,[(栗-木+土)*毛],8
zzs,[木*商],8
zzs,[打-丁+迸],8
zzs,[馬*(又/又)],8
zzs,[王*處],8
zzs,[怡-台+(ㄉ/山)],8
no_gaiji,⺄,8
zzs,[身*舟],8
zzs,[口*宿],8
zzs,[口*熱],8
zzs,[瑏-牙+兄],8
zzs,[弓*莫],8
zzs,[跳-兆+(乏-之+大)],8
zzs,[仁-二+(施-方)],8
zzs,[穴/(耜-耒)],8
zzs,[石*豕],8
zzs,[親-見],8
zzs,[肆-聿+累],8
zzs,[這-言+囉],8
zzs,[這-言+奴],8
zzs,[軗/口],8
zzs,[狂-王+(仁-二+才)],8
zzs,[乏-之+水],8
zzs,[序-予+艮],8
zzs,[虫*苪],8
no_gaiji,┴,8
zzs,[打-丁+(乏-之+犮)],8
zzs,[課/心],8
zzs,[女*耶],8
zzs,[卄/公/ㄆ],8
zzs,[肆-聿+((彰-章)/(百-日+目))],8
zzs,[宋-木+告],8
zzs,[采-木+(豕-一)],8
zzs,[口*諂],8
zzs,[寧*頂],8
zzs,[這-言+赤],8
no_gaiji,び,8
zzs,[〡*賾],8
zzs,[口*樓],8
zzs,[口*例],8
zzs,[跳-兆+友],8
zzs,[口/矢],8
zzs,[蜜-必+(癸-天)],8
zzs,[禾*冗],8
zzs,[爪*ㄗ],8
zzs,[羇-革+馬],8
zzs,[山*蓋],8
zzs,[強-弓+目],8
zzs,[皻-皮+齒],8
zzs,[御/木],8
zzs,[鞥-合+田],8
zzs,[馬*丈],8
zzs,[((辟-辛)/土)*(〦/羊)],8
zzs,[秋/首],8
zzs,[荖-匕+工],8
zzs,[鱗-(烈-列)+大],8
zzs,[(〦/(戉-戈))*ㄗ],8
zzs,[隱-工],8
zzs,[束/束],8
zzs,[(ㄇ@乂)/圭],8
zzs,[衛-韋+含],8
zzs,[薩/木],8
zzs,[打-丁+(乂/友)],8
zzs,[但-日+弓],8
zzs,[(招-刀+(美-(王/大)))],8
zzs,[乾-乞+(夸-大+(((嘹-口)-小)-日))],8
zzs,[(冰-水+〡)*(夕/寸)],8
zzs,[莽-犬+敞],8
zzs,[券-刀+水],8
zzs,[爻/肉],8
zzs,[希-巾+肉],8
zzs,[咼-(炯-火)+皿],8
zzs,[(懞-一)-卄+((並-(前-刖))-一)],8
no_gaiji,㊃,7
zzs,[弓*替],7
zzs,[口*((甫-、)/寸)],7
zzs,[社-土+王],7
zzs,[赤/火],7
zzs,[金*蘥],7
zzs,[這-言+菲],7
zzs,[仁-二+般],7
zzs,[仁-二+((歹*歹)/木)],7
zzs,[膍-囟+山],7
zzs,[召*刀],7
zzs,[橝-早+卑],7
zzs,[馮/廾],7
zzs,[區*凡],7
zzs,[袌-包+矢],7
zzs,[(歹*(乞-乙+小))/食],7
zzs,[((〦/米)*力)/厘],7
zzs,[恉-匕+曰],7
zzs,[宋-木+悎],7
zzs,[榛-禾+示],7
zzs,[病-丙+(尤-尢+木)],7
zzs,[打-丁+(弓/一)],7
zzs,[丁*六],7
zzs,[蹗-比+(人*人)],7
zzs,[托-匕+巿],7
zzs,[乳-孚+黑],7
zzs,[言*未],7
zzs,[含*面],7
zzs,[土*否],7
zzs,[二/水],7
zzs,[卑-(白-日+田)+日],7
zzs,[羊*(句-口+瓦)],7
zzs,[米*留],7
zzs,[禾*互],7
zzs,[業-木+十],7
zzs,[利-禾+刃],7
zzs,[肆-聿+((彰-章)/(鬘-又+万))],7
zzs,[糸*克],7
zzs,[言*片],7
zzs,[(工*口)/耳],7
zzs,[美-大+(瞭-目-(日/小))],7
zzs,[卄/尢/(ㄠ-ㄙ+(衣-〦))],7
zzs,[卄/覽],7
zzs,[虫*風],7
zzs,[冉-土+(┴/十)],7
zzs,[身*卑],7
zzs,[骨*(實-毌+尸)],7
zzs,[口*((局-口+、)/一)],7
zzs,[打-丁+(尤-尢+木)],7
zzs,[泳-永+柴],7
zzs,[虛*瓜],7
zzs,[耑*(乏-之+友)],7
zzs,[千-一+拜],7
zzs,[日/煮],7
zzs,[跳-兆+夭],7
zzs,[、廾、、、、],7
zzs,[乞-乙+上],7
zzs,[下-一+由],7
zzs,[巾*亭],7
zzs,[耳*玄],7
zzs,[殤-歹+孑],7
zzs,[泳-永+(夾/(恭-共))],7
zzs,[日*暑],7
zzs,[焰-臼+(〡*日)],7
zzs,[爿*賣],7
zzs,[(└@米)/大],7
zzs,[漆-(木/(企-止))+夾],7
zzs,[火*句],7
zzs,[序-予+火],7
zzs,[音*(ㄆ/斗)],7
zzs,[商*欠],7
zzs,[革*冗],7
zzs,[蕸-(巨-匚)+几],7
zzs,[馬*夫],7
zzs,[○@ㄙ],7
zzs,[(夕/火)*巢],7
zzs,[序-予+尼],7
zzs,[殿/酉],7
zzs,[目*(弓/一)],7
zzs,[橐-(石/木)+貝],7
zzs,[這-言+(危-(厄-厂)+(一/巾))],7
zzs,[窱-(ㄆ/木)+(唚-口)],7
zzs,[髟/貝],7
zzs,[○@土],7
zzs,[揜-合+((人*人)/一)],7
zzs,[荻-火+犬],7
zzs,[仁-二+樂],7
zzs,[崇*又],7
zzs,[泳-永+欠],7
zzs,[敵-ㄆ+支],7
zzs,[垂-一],7
zzs,[聲-耳+糸],7
zzs,[仁-二+張],7
zzs,[○@荅],7
zzs,[歹*爾],7
zzs,[革*(蔑-戍+伐)],7
zzs,[月*丘],7
zzs,[阿-可+急],7
zzs,[狂-王+內],7
zzs,[口*季],7
zzs,[泳-永+(?/良)],7
zzs,[跳-兆+賓],7
zzs,[口*長],7
zzs,[田*支],7
zzs,[卄/(亡@口)/月],7
zzs,[搏-甫+(十/田)],7
zzs,[怡-台+霍],7
zzs,[烈-列+(爨-(大/火))],7
zzs,[鑽-兟+(替-日)],7
zzs,[這-言+(危-(夗-夕)+巾)],7
zzs,[(齋-ㄚ+了)-小+肉],7
zzs,[口*將],7
zzs,[后-口+┬],7
zzs,[元*瓦],7
zzs,[(狦-(狂-王))*寸],7
zzs,[酉*冗],7
zzs,[邱-丘+玄],7
zzs,[利-禾+彥],7
zzs,[竺-二+(乇-一+凵)],7
zzs,[豆*皮],7
zzs,[齒*殳],7
zzs,[王*(止/少)],7
zzs,[飢-几+(一/ㄠ)],7
zzs,[指-匕+上],7
zzs,[日/((傘-(企-止))-┬+ㄎ)],7
zzs,[月*尹],7
no_gaiji,╳,7
zzs,[├/(咼-┌+┐)],7
zzs,[(犀-牛)-〡+└],7
zzs,[掐-臼+也],7
zzs,[阿-可+曷],7
zzs,[甲*葉],7
zzs,[佛/(佛*佛)/魔],7
no_gaiji,ふ,7
zzs,[這-言+(尤-尢+木)],7
zzs,[奐-(色-巴)+├],7
zzs,[各*支],7
no_gaiji,ペ,7
zzs,[仁-二+顛],7
no_gaiji,ち,7
zzs,[口*(一/火/又)],7
zzs,[(旅-方)-(乞-乙)],7
zzs,[社-土+(卑-(白-日))],7
zzs,[糸*(宋-木+取)],7
zzs,[佩-一],7
zzs,[光-兀+(日/小)],7
zzs,[飢-几+壴],7
zzs,[屧-彳+爿],7
zzs,[佉*力],7
zzs,[上/月],7
zzs,[(仁-二+爾)*也],7
zzs,[口*脩],6
zzs,[口*軗],6
zzs,[搘-日+且],6
zzs,[戀-心+毛],6
zzs,[角*(、廾)],6
zzs,[嘟-者+(看-目)],6
zzs,[仁-二+付],6
zzs,[肆-聿+((彰-章)/曼)],6
zzs,[聲-耳+心],6
zzs,[蓮-車+(妻-女+人)],6
zzs,[互-口+一],6
zzs,[享*殳],6
zzs,[這-言+(妻-女+人)],6
zzs,[蔓-又+万],6
zzs,[(來*力)/里],6
zzs,[覡-(人*人)+(前-刖)],6
zzs,[目*夕*ㄗ],6
zzs,[偕-白+月],6
zzs,[石*丱],6
zzs,[雨/(泳-永+复)],6
no_gaiji,ん,6
zzs,[口*間],6
zzs,[泳-永+筭],6
zzs,[(病-丙+猒)/心],6
zzs,[卄/(方*可)],6
zzs,[亡/(月*羊*几)],6
zzs,[冉-土+(久/人)],6
zzs,[門@于],6
zzs,[揙-戶+(今-一)],6
zzs,[藤-月+舟],6
zzs,[空/心],6
zzs,[郃-口+一],6
zzs,[王*(凵@(口*了*又))],6
no_gaiji,ぴ,6
zzs,[口*種],6
zzs,[木*已],6
zzs,[浞-(走-土)+(之-、)],6
zzs,[序-予+乞],6
zzs,[巾*又],6
no_gaiji,ひ,6
zzs,[言*几],6
no_gaiji,ぎ,6
zzs,[土*豕],6
zzs,[糸*蜜],6
zzs,[(采-木+(工/山))*糸],6
zzs,[口*焚],6
zzs,[月*惢],6
zzs,[口*脫],6
zzs,[日/舛],6
zzs,[怡-台+屋],6
zzs,[魅-未+會],6
zzs,[門@厘],6
no_gaiji,㊄,6
zzs,[○@四],6
zzs,[申*(乞-乙+易)],6
zzs,[韋*(ㄆ/用)],6
zzs,[木*(占@夕)],6
zzs,[揣-而+(屾/本)],6
zzs,[八/(卑-(白-日))],6
zzs,[掐-臼+((〡*日)/ㄆ))],6
zzs,[猒/心],6
zzs,[槮-(彰-章)+小],6
zzs,[片*(公/心)],6
zzs,[瓗-山],6
zzs,[耜-耒+(耜-耒)],6
zzs,[戶@由],6
zzs,[芷/(止*止)/糸],6
zzs,[(而/而)*(少/((色-巴)+兄))],6
zzs,[囗@昆],6
zzs,[身*(中/又)],6
zzs,[├/(司-口)],6
zzs,[支-十+(乞-乙+〡)],6
zzs,[打-丁+辛],6
zzs,[┘*└],6
zzs,[醛-全+兩],6
zzs,[穀-(一/禾)],6
zzs,[弋@人],6
zzs,[嚜-黑+面],6
zzs,[仁-二+(巿/又)],6
zzs,[由-曰+○],6
zzs,[髟/曷],6
zzs,[莫/二/?],6
zzs,[橾-品+卉],6
zzs,[幔-又+心],6
zzs,[※-((鬯-匕)-凶)+○],6
zzs,[椽/土],6
zzs,[(霝-口)/田],6
zzs,[(打-丁+勿)/心],6
zzs,[糸*感],6
zzs,[朁-日+貝],6
zzs,[(┐@一)/一/(夕*巾)],6
zzs,[日*舜],6
zzs,[敞/大],6
zzs,[├/(冗-几+又)],6
zzs,[戶@犮],6
zzs,[〦/ㄙ/世],6
zzs,[吉*也],6
zzs,[日/工],6
zzs,[厂@報],6
no_gaiji,★,6
no_gaiji,え,6
zzs,[鹿-比+(ㄙ*ㄙ)],6
zzs,[仁-二+(弓/一)],6
zzs,[仁-二+(韱-(人*人)+十)],6
zzs,[簟-日+田],6
zzs,[打-丁+嗇],6
zzs,[仁-二+(ㄠ/大)],6
no_gaiji,ガ,6
zzs,[ㄙ/面],6
zzs,[卄/(甬-用+((巨-匚)@十))],6
zzs,[寧*夜],6
zzs,[舀*欠],6
zzs,[米*(賡-貝+米)],6
zzs,[俟-ㄙ+亡],6
zzs,[這-言+(妻-女+十)],6
zzs,[肆-聿+(曼-又+万)],6
zzs,[缶*專],6
zzs,[木*奢],6
zzs,[口*者*見],6
zzs,[竺-二+兒],6
zzs,[((來-(人*人)+(前-刖))*力)/止],6
zzs,[口*(利/尒)],6
zzs,[仁-二+栽],6
zzs,[蓌-坐+(素-糸)],6
zzs,[乏-之+右],6
zzs,[瞢*戈],6
zzs,[(來*力)/止],6
zzs,[利-禾+(暴-(日/共)+夾)],6
zzs,[打-丁+(百-日+ㄎ)],6
zzs,[褒-保+(共-八)],6
zzs,[穴/(爿*告)],6
zzs,[米/世/木],6
zzs,[孛-子],6
zzs,[怡-台+藂],6
zzs,[金*(山/日/(句-口+匕))],6
zzs,[薜/子],6
zzs,[糸*蒙],6
zzs,[夕*巴],6
zzs,[口*敷],6
zzs,[猱-矛+世],6
zzs,[淚-犬+犮],6
zzs,[十/田/寸],6
zzs,[潰-貝+田],6
zzs,[怐-口+、],6
zzs,[大/(中-〡+(皿-ㄇ))],6
zzs,[扠-一],6
zzs,[米*定],6
zzs,[惺-生+土],6
zzs,[慌-巟+(匚@一)],6
zzs,[解-土+(人/人)],6
zzs,[罡*寸],6
zzs,[斑-文+夕],6
zzs,[酉*亢],6
zzs,[淴-勿+(句-口+夕)],6
zzs,[工*几],6
zzs,[跳-兆+(扃-戶+右)],6
zzs,[病-丙+(伯/ㄆ)],6
zzs,[烈-列+(佫-口+田)],6
zzs,[狂-王+(山/鳥)],6
zzs,[彳*舞],6
zzs,[薹-吉+(其-(六-(〦-一)))],6
zzs,[巢-果+(离-禸)],6
zzs,[夸-大],6
zzs,[鉺*ㄗ],6
zzs,[女*(犮-乂+又)],6
zzs,[共-八],6
zzs,[俠-(人*人)+(前-刖)],6
zzs,[冗-几+免],6
zzs,[木*強],6
zzs,[口*涅],6
zzs,[門@并],6
zzs,[(捐-口+(口/一))*戈],6
zzs,[宋-木+(扃-戶+右)],6
zzs,[米*(刃/一)],6
zzs,[采-木+有],6
zzs,[(魅-ㄙ)-未+勿],6
zzs,[(ㄇ@乂)/且],6
zzs,[媏-而+虫],6
zzs,[卬-ㄗ+(ㄗ@、)],6
zzs,[(來*力)/毛],6
zzs,[口*稜],6
zzs,[臼*易],6
zzs,[舟*皮],6
zzs,[箎-儿+巾],6
zzs,[葷-車+祋],6
zzs,[泳-永+(土/米)],6
zzs,[笤-刀+旡],6
zzs,[口*泛],6
zzs,[竺-二+切],6
zzs,[日*(宜/八)],6
zzs,[(口/又)*頁],6
zzs,[○@末],6
zzs,[狂-王+戊],6
zzs,[○@本],6
zzs,[飢-几+互],6
zzs,[捅-用+((巨-匚)@十)],6
zzs,[木*為],6
zzs,[藪-婁+((即-ㄗ)-日+口)],6
zzs,[僉*支],6
zzs,[木*彭],6
zzs,[友-又+((套-大)-云)],6
zzs,[央/凡],6
zzs,[打-丁+(夕*ㄗ)],6
zzs,[鎣-(冗-几)],6
zzs,[錐/門],6
zzs,[虧-隹+豆],6
zzs,[采-木+(工/山)],6
zzs,[(((巨-匚)@十)/((巨-匚)@十))*隹],5
zzs,[大/長],5
zzs,[木*丘],5
zzs,[社-土+(乞-乙+(舟-(、/、)+〡))],5
zzs,[婁*凡],5
zzs,[泳-永+(止/刖)],5
zzs,[厂@(圭*(艮-日+口))],5
zzs,[颱-台+鼓],5
zzs,[日/育],5
zzs,[醇-子+(日/羊)],5
zzs,[月*曼],5
zzs,[衣-〦+高],5
zzs,[烈-列+助],5
zzs,[孑*鳥],5
zzs,[〦/(刀*了*(留-刀-田))/則],5
zzs,[肆-聿+參],5
zzs,[金*戟],5
zzs,[打-丁+替],5
zzs,[璊-王+弓],5
zzs,[這-言+(皮-(〡/又)+(王/匆))],5
zzs,[木*幸],5
zzs,[虱-(乏-之+虫)+ㄠ],5
zzs,[骨*犬],5
zzs,[巢-果+七],5
zzs,[(又/木)*式],5
zzs,[仁-二+曳],5
zzs,[泳-永+隸],5
zzs,[身*(乏-之+夫)],5
zzs,[厂@衣],5
zzs,[垢-口+十],5
zzs,[飢-几+(刃/一)],5
zzs,[打-丁+(、廾、、、)],5
zzs,[口*(款-欠+余)],5
zzs,[田*(匚@一)],5
zzs,[米*冓],5
zzs,[(大/目)*皮],5
zzs,[住/尺],5
zzs,[爂-火+(烈-列+林)],5
zzs,[衛/心],5
zzs,[禾*鳥],5
zzs,[木*(臿-臼+(凵@(人*人)))],5
zzs,[月*亍],5
zzs,[橾-品+既],5
zzs,[打-丁+簪],5
zzs,[糸*井],5
zzs,[月*(世/冉)],5
zzs,[亡/口],5
zzs,[輿-車+水],5
zzs,[目*ㄆ],5
zzs,[白/亡],5
zzs,[口*私],5
zzs,[囗@卜],5
zzs,[(隱-工)/木],5
zzs,[千/止],5
zzs,[日*筮],5
zzs,[打-丁+薄],5
zzs,[日*男],5
zzs,[毯-炎+疊],5
zzs,[打-丁+閻],5
zzs,[爿*ㄆ],5
zzs,[耳*丐],5
zzs,[止/小],5
zzs,[阿-可+弓],5
zzs,[口/肉],5
zzs,[言*零],5
zzs,[瞿-隹+凡],5
zzs,[木*(刀/巴)],5
zzs,[右/羊],5
zzs,[示*宁],5
zzs,[嗹-車+庚],5
zzs,[(((夕-、+一)/小)*十)/日],5
zzs,[臬*邑],5
zzs,[土*(十/田/寸)],5
zzs,[竺-二+稗],5
zzs,[肆-聿+(臘-月)],5
zzs,[毯-炎+(冗-几+米)],5
zzs,[竺-二+耆],5
no_gaiji,ㄇ,5
zzs,[烈-列+(千/止)],5
zzs,[((夾-(人*人)+(前-刖))*ㄆ)/尾],5
zzs,[路*鳥],5
zzs,[(卑-(白-日))*頁],5
zzs,[社-土+壬],5
zzs,[阿-可+(巢-果+(日/小))],5
zzs,[打-丁+豕],5
zzs,[腥-生+(匚@一)],5
zzs,[跳-兆+庸],5
zzs,[自/犮],5
zzs,[口*(鍐-凶+(鬯-匕))],5
zzs,[央-大+(⊥/ㄅ)],5
zzs,[(米/田)*去],5
zzs,[打-丁+(乖-北+比)],5
zzs,[肆-聿+兀],5
zzs,[銅-(一/口)+又],5
zzs,[米*替],5
zzs,[乃@共],5
zzs,[厄*殳],5
zzs,[言*赫],5
zzs,[哎-乂+(匚@一)],5
zzs,[甚-匹+(岡-山+十)],5
zzs,[這-言+家],5
zzs,[摎-(彰-章)+小],5
zzs,[鼻*丸],5
zzs,[邱-丘+(一/ㄠ)],5
zzs,[木*鄭],5
zzs,[病-丙+(ㄙ/月)],5
zzs,[仁-二+豈],5
zzs,[泳-永+(戊@(耜-耒))],5
zzs,[王*〡*臣],5
zzs,[((來-(人*人)+(前-刖))*力)/厘],5
zzs,[(戶*戈)/木],5
zzs,[怡-台+(匚@一)],5
zzs,[口*薩],5
zzs,[日*貴],5
no_gaiji,>,5
zzs,[虍-七+(一/火/目)],5
zzs,[歹*(〦/(ㄙ*ㄙ))],5
zzs,[彳*青],5
zzs,[袖-由+巴],5
zzs,[(上/示)*余],5
zzs,[冰-水+(京-口+日)],5
zzs,[日*賁],5
zzs,[(令/口)*(百-日+回)],5
zzs,[荈-夕+歹],5
zzs,[、*、*、],5
zzs,[氶/巴],5
zzs,[(口*口)/貝],5
zzs,[土*(乘-北+(士*士))],5
zzs,[稯-禾+口],5
zzs,[釐-厘+力],5
zzs,[這-言+(占@口)],5
zzs,[車*身],5
zzs,[耳*欠],5
zzs,[飢-几+(色-巴+巳)],5
zzs,[孚*童],5
zzs,[竺-二+友],5
zzs,[雨/器],5
zzs,[囗@火],5
zzs,[涼-小+田],5
zzs,[□@(旦/乂)],5
zzs,[操-品+列],5
zzs,[者/小],5
zzs,[囗@士],5
zzs,[一/一],5
zzs,[(龍-月+日)/足],5
zzs,[口*郝],5
zzs,[(占@必)/土],5
zzs,[石*克],5
zzs,[彌/食],5
zzs,[(乖-北+(刀*刀))/干],5
zzs,[門@取],5
zzs,[款-士+匕],5
zzs,[颱-台+(乏-之+犬)],5
zzs,[打-丁+几],5
zzs,[打-丁+慧],5
zzs,[土*凡],5
zzs,[打-丁+(春-日+示)],5
zzs,[這-言+蔕],5
zzs,[卄/敉/廾],5
zzs,[這-言+(乏-之+山)],5
zzs,[髟/(罩-卓+万)],5
zzs,[這-言+(ㄆ/言)],5
zzs,[邱-丘+(冉-土+(┴/十))],5
zzs,[木*(實-毌+(眉-目))],5
zzs,[療-(日/小)+土],5
zzs,[(出/方)*各],5
zzs,[乾-乞+今],5
zzs,[跳-兆+(厂@(幸*(艮-日+口)))],5
zzs,[雲*建],5
no_gaiji,CB08074,5
zzs,[曰/離],5
zzs,[利-禾+冉],5
zzs,[├/(咼-┌+人)],5
zzs,[病-丙+嗇],5
zzs,[始/生],5
zzs,[虫*(ㄆ/虫)],5
zzs,[米*舀],5
zzs,[目*冗],5
zzs,[跳-兆+心],5
zzs,[酉*(扃-戶+右)],5
zzs,[虱-(乏-之+虫)+辯],5
zzs,[利-禾+(叉-一)],5
zzs,[估-口+(罩-卓+心)],5
zzs,[小/乃],5
zzs,[益*力],5
zzs,[焰-火+女],5
zzs,[坐-工+大],5
zzs,[狂-王+(山/黑)],5
zzs,[聲-耳+亥],5
