type,char,frequency
zzs,[〦/(坐-┴+儿)],1
zzs,[(啗-口+韋)-臼+(〡*日)],1
zzs,[月*累],1
zzs,[卄/(白*(巳-(巨-匚)+目))],1
zzs,[泳-永+(序-予+于)],1
zzs,[巾*午],1
zzs,[颱-台+辛],1
zzs,[酋*咸],1
zzs,[骨*冗],1
zzs,[爾/土],1
zzs,[言*隋],1
zzs,[怡-台+丁],1
zzs,[同-(一/口)+六],1
zzs,[睪*支],1
zzs,[身*血],1
zzs,[肆-聿+(棣-木)],1
zzs,[(美-(王/大)+((巨-匚)@十))*鳥],1
zzs,[旭-日+(冗-几+(王/巾))],1
zzs,[(乏-之+虫)*未],1
zzs,[(ㄇ@乂)/尉],1
zzs,[〦/口/衣],1
zzs,[囟-乂+又],1
zzs,[(甬-用+((巨-匚)@一))*鳥],1
zzs,[韋*韋],1
zzs,[矛*冬],1
zzs,[執/云],1
zzs,[(止/石)*(口/又)],1
zzs,[怡-台+昊],1
zzs,[爾/(小*小)],1
zzs,[言*柔],1
zzs,[(上/夕)*古],1
zzs,[泳-永+(卄/宋)],1
zzs,[爬-巴+(穫-禾)],1
zzs,[歹*舌],1
zzs,[日/巾],1
zzs,[牛*(〦/羊)],1
zzs,[十/母],1
zzs,[羊*匊],1
zzs,[身*舌],1
zzs,[蘋-步+(一/天)],1
zzs,[跳-兆+(韱-(人*人)+十)],1
zzs,[篷-夆+王],1
zzs,[絳-糸+豆],1
zzs,[烈-列+巳],1
zzs,[仁-二+奴],1
zzs,[馬*夕*(ㄗ@、)],1
zzs,[怡-台+作],1
zzs,[阿-可+我],1
zzs,[禾*(入/米)],1
zzs,[車*(貴-貝+回)],1
zzs,[車*(乞-乙+(丹-、+十))],1
zzs,[這-言+苲],1
zzs,[咒-几+虫],1
zzs,[打-丁+(冗-几+(王/ㄆ))],1
zzs,[三/(目*(巳-口+目))],1
zzs,[仁-二+(只/言)],1
zzs,[日*束],1
zzs,[冗-几+(王/又)],1
zzs,[王*盾],1
zzs,[有-月+右],1
zzs,[亡/肉],1
zzs,[沱-匕+(((〡*日)/一/六))],1
zzs,[(右/羊)*炎],1
zzs,[采-木+(冉-土+二)],1
zzs,[(ㄇ@乂)/免],1
zzs,[敲-高+甚],1
zzs,[施-方+歹],1
zzs,[泳-永+頤],1
zzs,[怡-台+(徹-彳)],1
zzs,[邱-丘+(彳*(去/木))],1
zzs,[虫*冘],1
zzs,[禾*心],1
zzs,[采-木+天],1
zzs,[門@申],1
zzs,[打-丁+(免/免)],1
zzs,[(凵@又)/(匚@一)],1
zzs,[(网-(ㄨ*ㄨ)+又)/(匚@一)],1
zzs,[烈-列+(條-木+火)],1
zzs,[隊/韭],1
zzs,[同-(一/口)+五],1
zzs,[田*弱],1
zzs,[女*坐],1
zzs,[糸*車],1
zzs,[彊-弓+(彰-章)],1
zzs,[泳-永+(烈-列+((耜-耒)*巳))],1
zzs,[齒*金],1
zzs,[虎-儿+豆],1
zzs,[月*歲],1
zzs,[析-〡+十],1
zzs,[賵-目+日],1
zzs,[戉/皿],1
zzs,[泳-永+丕],1
zzs,[身*((白-日)/(狦-(狂-王)))],1
zzs,[反*日],1
zzs,[虫*嘗],1
zzs,[椔-田+(罩-卓+戊)],1
zzs,[圭*頁],1
zzs,[保/止],1
zzs,[度-又+(弓*ㄆ)],1
zzs,[示*彌],1
zzs,[卄/奠],1
zzs,[橛-欠],1
zzs,[擴-黃+千],1
zzs,[狂-王+奄],1
zzs,[狂-王+(夕/(乂-(必-心)))],1
zzs,[仁-二+允],1
zzs,[(采-木+ㄎ)*(危-(厄-厂)+巾)],1
zzs,[企-止+心],1
zzs,[鬲*犬],1
zzs,[廷-壬+(雨/手)],1
zzs,[木*(ㄆ/力)],1
zzs,[土*喿],1
zzs,[(孝-子+工)/几],1
zzs,[女*豆],1
zzs,[((巨-匚)@一)/(工*几)/廾],1
zzs,[木*箕],1
zzs,[酉*(口/└/月)],1
zzs,[金*系],1
zzs,[侮-母+夫],1
zzs,[薜/虫],1
zzs,[土*勾],1
zzs,[跳-兆+箕],1
zzs,[宋-木+多],1
zzs,[打-丁+賣],1
zzs,[荻-火+里],1
zzs,[((乏-之+虫)*(乏-之+虫))/虫],1
zzs,[(牙*力)/心],1
zzs,[身*令],1
zzs,[利-禾+(百-日+ㄎ)],1
zzs,[女*(〦/(口*口)/(匚@一))],1
zzs,[蹤/耳],1
zzs,[莉/尒],1
zzs,[耑*(乏-之+犬)],1
zzs,[社-土+昔],1
zzs,[石*庶],1
zzs,[((巨-匚)@一)/廾],1
zzs,[羿-廾+弓],1
zzs,[壴*丕],1
zzs,[邱-丘+米],1
zzs,[泳-永+(戊@臣)],1
zzs,[泳-永+(厂@干)],1
zzs,[女*廧],1
zzs,[萬/土],1
zzs,[而/(匚@一)],1
zzs,[耳*(冉-土+＝)],1
zzs,[身*(白-日+(冉-土+＝))],1
zzs,[阿-可+賁],1
zzs,[綏-(乏-之)+日],1
zzs,[山*(〦/日)],1
zzs,[打-丁+闊],1
zzs,[海-母+几],1
zzs,[打-丁+血],1
zzs,[這-言+賁],1
zzs,[古/(冗-几+手)],1
zzs,[工*互],1
zzs,[虫*字],1
zzs,[齒*至],1
zzs,[偤-酉+甸],1
zzs,[(徹-彳+木)-ㄊ+去],1
zzs,[利-禾+余],1
zzs,[月*牟],1
zzs,[竺-二+疋],1
zzs,[序-予+見],1
zzs,[方*希],1
zzs,[豸*(危-(厄-厂)+巾)],1
zzs,[泳-永+負],1
zzs,[號-虎+兆],1
zzs,[火*晉],1
zzs,[泳-永+孟],1
zzs,[立*奚],1
zzs,[(口*口)/兀],1
zzs,[(又/木)*欠],1
zzs,[(ㄇ@人)/童],1
zzs,[這-言+尺],1
zzs,[挨/鳥],1
zzs,[身*也],1
zzs,[(戶*又)/木],1
zzs,[土*伯],1
zzs,[虱-(乏-之+虫)+(豐-凵-豆)],1
zzs,[卄/(豕-一)],1
zzs,[身*(琛-王)],1
zzs,[山/(阿-可+辛)/子],1
zzs,[潰-貝+曰],1
zzs,[鼉-黽+龜],1
zzs,[島-山+兀],1
zzs,[豊*孟],1
zzs,[(雪-雨)/(米*几)/廾],1
zzs,[(立-一+可)*皮],1
zzs,[泳-永+(山/夆)],1
zzs,[卄/(禾*(咒-几+工))],1
zzs,[桌-日+(ㄇ@人)],1
zzs,[止/八/目],1
zzs,[冗-几+于],1
zzs,[言*(號-虎)],1
zzs,[囊-(襄-〦)+(亞-一)],1
zzs,[卄/猜],1
zzs,[夫*頁],1
zzs,[壹-豆+(石/砳)],1
zzs,[髟/(棸-耳+?)],1
zzs,[泳-永+在],1
zzs,[宋-木+(日/工)],1
zzs,[這-言+冀],1
zzs,[這-言+稟],1
zzs,[怡-台+書],1
zzs,[目/(夕*斤)],1
zzs,[目/(夕*ㄗ)],1
zzs,[木*廿],1
zzs,[日/各],1
zzs,[蓺/大],1
zzs,[絳-糸+目],1
zzs,[迡-匕+也],1
zzs,[石*彖],1
zzs,[功/(葺-耳+十)],1
zzs,[畾/正],1
zzs,[彳*((天*天)/止)],1
zzs,[免-儿+(鬼-(白-日+田))],1
zzs,[卒-十+巾],1
zzs,[泳-永+(乞-乙+巾)],1
zzs,[赤*尺],1
zzs,[宋-木+衣],1
zzs,[蕭*甫],1
zzs,[卄/(爾*犮)],1
zzs,[打-丁+萑],1
zzs,[(千/目)*戈],1
zzs,[(冰-水+〡)*(利-禾+(栚-木))],1
zzs,[言*(戒-廾+口)],1
zzs,[宋-木+(死/心)],1
zzs,[止*元],1
zzs,[((前-刖)+((巨-匚)@十))*隹],1
zzs,[日*(乞-乙+小)],1
zzs,[半*子],1
zzs,[木*(口/一/月)*戈],1
zzs,[色-巴+叟],1
zzs,[卄/(夕*口)/王],1
zzs,[訟-ㄙ+皿],1
zzs,[火*(門@伯)],1
zzs,[敉/目],1
zzs,[目*辰],1
zzs,[彳*(去/口)*ㄆ],1
zzs,[辟/(言*壬)],1
zzs,[鬲*區],1
zzs,[怡-台+惢],1
zzs,[堞-世+(世-廿+卄)],1
zzs,[虫*慧],1
zzs,[口*蕭],1
zzs,[卄/(冠-寸+(利-禾))],1
zzs,[荀/大],1
zzs,[日/(戒-廾+ㄠ)],1
zzs,[門@違],1
zzs,[仁-二+于],1
zzs,[莊-士+(幅-巾)],1
zzs,[卄/頹],1
zzs,[倏-犬+疋],1
zzs,[春/鳥],1
zzs,[盵-乙+小],1
zzs,[跳-兆+丘],1
zzs,[這-言+卒],1
zzs,[虫*棠],1
zzs,[怡-台+夏],1
zzs,[跳-兆+欣],1
zzs,[泳-永+用],1
zzs,[日*(栚-木)],1
zzs,[歹*截],1
zzs,[禾*(公/心)],1
zzs,[轡-口+吉],1
zzs,[潤-王+(恙-心+皿)],1
zzs,[這-言+(奄-大)],1
zzs,[弓/卜],1
zzs,[攸-ㄆ+(百-日+里)],1
zzs,[賚-(人*人)+(前-刖)],1
zzs,[厂@(前-刖+(一/皿))],1
zzs,[利-禾+拼],1
zzs,[(口*利)/尒],1
zzs,[邪/正],1
zzs,[卄/搏],1
zzs,[日*耑],1
zzs,[泳-永+淼],1
zzs,[狂-王+甾],1
zzs,[土*罔],1
zzs,[竺-二+看],1
zzs,[〦/坐],1
zzs,[羊*(互-口+一)],1
zzs,[糸*(舛-夕)],1
zzs,[打-丁+(崔/門)],1
zzs,[戶@肖],1
zzs,[庴-日+小],1
zzs,[立*崇],1
zzs,[貝*忽],1
zzs,[肆-聿+(巢-果+山)],1
zzs,[案*頁],1
zzs,[序-予+(疌-┴)],1
zzs,[隹/雔/木],1
zzs,[(耜-耒)*言],1
zzs,[恙-心+(言*言)],1
zzs,[學-子+氐],1
zzs,[維/木],1
zzs,[(綴-糸)*出],1
zzs,[竺-二+(〡*井*〡)],1
zzs,[巧/心],1
zzs,[牙/心],1
zzs,[禾*囤],1
zzs,[虎-儿+(奄-大)],1
zzs,[革*展],1
zzs,[耳*寅],1
zzs,[多*(亥-人+(火-(班-玨)))],1
zzs,[怡-台+兒],1
zzs,[佧-上+┴],1
zzs,[尚*支],1
zzs,[袖-由+匱],1
zzs,[((口*上)/示)*(企-止+米)],1
zzs,[仁-二+(俟-矢+夫)],1
zzs,[怡-台+(皮-(〡/又)+(王/匆))],1
zzs,[(夕-、+一)*(〡/下)],1
zzs,[禾*(衡-行)],1
zzs,[病-丙+(ㄆ/用)],1
zzs,[酉*荖],1
zzs,[革*(夾-(人*人)+(前-刖))],1
zzs,[山*申],1
zzs,[鎞-囟+(免-儿)],1
zzs,[凹/并],1
zzs,[跳-兆+几],1
zzs,[甲*(棄-ㄊ)],1
zzs,[女*開],1
zzs,[(尸@月)*(乏-之+尢)],1
zzs,[澀-止],1
zzs,[酉*(又/手)],1
zzs,[禾*(匚@一)],1
zzs,[馬*吏],1
zzs,[狂-王+(益-八+十)],1
zzs,[肆-聿+矛],1
zzs,[攣-手+土],1
zzs,[痲/心],1
zzs,[申*冒],1
zzs,[言*共],1
zzs,[仁-二+日],1
zzs,[打-丁+(隻*隻)],1
zzs,[目*脊],1
zzs,[瑰/衣],1
zzs,[可/衣],1
zzs,[目*虛],1
zzs,[畫*凡],1
zzs,[(色-巴+((巨-匚)@一))*式],1
zzs,[小/日/小],1
zzs,[冓*斤],1
zzs,[梃-壬+手],1
zzs,[(止/日/(匚@一))*(美-(王/大)+口)],1
zzs,[搨-日+ㄙ],1
zzs,[(卓-十+(匚@一))*斤],1
zzs,[車*(鬲-┬+干)],1
zzs,[└-一+十],1
zzs,[月*示],1
zzs,[((平-十)/(同-(一/口)+共))*于],1
zzs,[采-木+(同-(一/口)+午)],1
zzs,[蟗-出],1
zzs,[卄/料],1
zzs,[戶@冏],1
zzs,[泳-永+　],1
zzs,[呫-口+乙],1
zzs,[竺-二+果],1
zzs,[(台*辛)/木],1
zzs,[鼬-由+夕],1
zzs,[(夕/火)*(廿/火)],1
zzs,[目*雇],1
no_gaiji,ㄒ,1
zzs,[打-丁+耎],1
zzs,[欠*曷],1
zzs,[鬲*昌],1
zzs,[○@丫],1
zzs,[(桑-木+(疊-畾))*毛],1
zzs,[山/(險-(人*人)+(烈-列))],1
zzs,[毯-炎+藍],1
zzs,[敝/韭],1
zzs,[肄-聿+(又/木)],1
zzs,[口*彧],1
zzs,[瘠-月+日],1
zzs,[魚*聖],1
zzs,[扁*遷],1
zzs,[跳-兆+(目/大)],1
zzs,[殿/耳],1
zzs,[土/軍],1
zzs,[監-皿+言],1
zzs,[糸*桓],1
zzs,[毫-毛+老],1
zzs,[駭-人+(火-(班-玨))],1
no_gaiji,â,1
zzs,[必*頁],1
no_gaiji,ụ,1
no_gaiji,ḳ,1
zzs,[((宋-木+(夕*匕))*ㄆ)/石],1
no_gaiji,Ḅ,1
no_gaiji,Ḍ,1
no_gaiji,Ṇ,1
zzs,[病-丙+白],1
no_gaiji,ú,1
zzs,[臊-木+ㄤ],1
zzs,[腔-工+死],1
zzs,[色-巴+(、/一)],1
zzs,[糸*黎],1
zzs,[翁*殳],1
zzs,[乞-乙+土],1
zzs,[穴/惟],1
zzs,[譇-者+于],1
zzs,[米*畾],1
zzs,[貝*荅],1
zzs,[火*(虎-儿+隹)],1
zzs,[〦/(口*(丞-一))/衣],1
zzs,[病-丙+(冉-土+十)],1
zzs,[絜-刀+口],1
zzs,[冗-几+村],1
zzs,[(雪-雨)/(矢*女*凡)],1
zzs,[((巨-匚)@一)/(北-匕+(矢*凡))],1
zzs,[莢-(人*人)+八],1
zzs,[跳-兆+匍],1
zzs,[石*官],1
zzs,[山*(奚-大+ㄆ)],1
zzs,[利-禾+(ㄙ/八/夕)],1
zzs,[山*叉],1
zzs,[況-儿+(冗-几+月)],1
zzs,[病-丙+匿],1
zzs,[楑-天+示],1
zzs,[光*舀],1
zzs,[山/放],1
zzs,[竺-二+朋],1
zzs,[飢-几+屈],1
zzs,[邱-丘+(卯/亞)],1
zzs,[摩*余],1
zzs,[(魅-未+舌)-ㄙ],1
zzs,[〦/(火*羊*火)/火],1
zzs,[羊*面*毛],1
zzs,[虫*(毘-十+ㄨ)],1
zzs,[飢-几+畾],1
zzs,[ㄓ/(亞-二+囗)],1
zzs,[車*(虫/月)],1
zzs,[尸@((二*人)/?)],1
zzs,[田*爪],1
zzs,[月*(恭-共+(ㄙ/大))],1
zzs,[(倪-臼+白)*也],1
zzs,[卸-ㄗ+嬰],1
zzs,[舀*頁],1
zzs,[烈-列+句],1
zzs,[番*郁],1
zzs,[病-丙+淺],1
zzs,[月*(嵐-几)],1
zzs,[榳-廷+(崋-山+田)],1
zzs,[(穀-(一/禾)+米)/會],1
zzs,[病-丙+((日/月)*戈)],1
zzs,[(〦/賏)*毛],1
zzs,[竺-二+戍],1
zzs,[土*缶],1
zzs,[這-言+((美-王-大)/(尸@巾))],1
zzs,[(台/十)*力],1
zzs,[醫-酉+耳],1
zzs,[貝*番],1
zzs,[(牙*ㄉ)/里],1
zzs,[酉*畟],1
zzs,[蓮-車+虎],1
zzs,[探-木+友],1
zzs,[余*食],1
zzs,[各*寧],1
zzs,[袖-由+茂],1
zzs,[禾*再],1
zzs,[況*鳥],1
zzs,[虫*彗],1
zzs,[口*肩],1
zzs,[日*牟],1
zzs,[立*奇],1
zzs,[(膘-示+土)*瓦],1
zzs,[口*竅],1
zzs,[禾*友],1
zzs,[禾*(凶-乂+(乖-北+(乂*乂)))],1
zzs,[口*(罩-卓+(口/田))],1
zzs,[口*(仁-二+質)],1
zzs,[口*第],1
zzs,[這-言+羼],1
zzs,[深-木+友],1
zzs,[可*丁],1
zzs,[卄/豍],1
zzs,[壹*(支/早)],1
zzs,[羊*久],1
zzs,[(ㄆ/ㄆ/木)*(犮-乂+又)],1
zzs,[口*輸],1
zzs,[(牙*ㄆ)/水],1
zzs,[歹*(蕮-臼+曰)],1
zzs,[山*隻*隻],1
zzs,[蔝-米+(日/(句-口+匕))],1
zzs,[咡*巳],1
zzs,[日*監],1
zzs,[車*昔],1
zzs,[(日/止)*(昝-人+卜)],1
zzs,[描-田+((ㄇ@人)/戍)],1
zzs,[(每*殳)/心],1
zzs,[言*刑],1
zzs,[怡-台+(屬-(厂-一))],1
zzs,[山*昂],1
zzs,[月*(卄/(ㄇ@儿)/戍)],1
zzs,[口*亟],1
zzs,[女*虫],1
zzs,[侃/心],1
zzs,[(夕/火)*束],1
zzs,[木*((泳-永+刀)/虫)],1
zzs,[谷*谷],1
zzs,[宋-木+(爪*爪)],1
zzs,[謈-言+日],1
zzs,[?*雲],1
zzs,[(光-儿+?)*?],1
zzs,[(陋-(阿-可))-丙+茞],1
zzs,[喱-里+復],1
zzs,[口*捚],1
zzs,[麩-夫+由],1
zzs,[嗷-方+(〦/卯)],1
zzs,[口*(截-隹+韭)],1
zzs,[?*(?/衣)],1
zzs,[唬-儿+(焉-正)],1
zzs,[門@然],1
zzs,[啗-口+申],1
zzs,[口*狸],1
zzs,[田*(崖-山)],1
zzs,[身*樂],1
zzs,[片*弋],1
zzs,[仁-二+(厘/八/土)],1
zzs,[由/文],1
zzs,[卄/瀕],1
zzs,[穴/(〡*臣)],1
zzs,[月*常],1
zzs,[厂@(幅-巾)],1
zzs,[待-寸+又],1
zzs,[王*(└@臣)],1
zzs,[彰-章+霅],1
zzs,[羽*先],1
zzs,[彰-章+同],1
zzs,[土*龠],1
zzs,[馬*互],1
zzs,[?*(冘-(乳-孚)+?)],1
zzs,[戀-心+羽],1
zzs,[木*(亦-(白-日))],1
zzs,[竺-二+(壹-豆+(石/木))],1
zzs,[山*夕*ㄗ],1
zzs,[虍-七+谷],1
zzs,[彳*忽],1
zzs,[滕-月+米],1
zzs,[尸@垂],1
zzs,[鹵*古],1
zzs,[肆-聿+夸],1
zzs,[歹*(十/田/(焉-正))],1
zzs,[口*漠],1
zzs,[虍-七+(士/((((嘹-口)-小)-大+又)-日+目))],1
zzs,[?*支],1
zzs,[亨-了+炅],1
zzs,[ㄠ-ㄙ],1
no_gaiji,ㄗ,1
zzs,[尸@(?/乙)],1
zzs,[山/欒],1
zzs,[田*(丁-一)],1
zzs,[山/辟/子],1
zzs,[虫*螢],1
zzs,[打-丁+(芔/(大@屮))],1
zzs,[瓜*生],1
zzs,[革*喜],1
zzs,[土*(虍-七+(一/八/八/目))],1
zzs,[颱-台+(犮-乂+ㄙ)],1
zzs,[塵-土+角],1
zzs,[萉-巴+夫],1
zzs,[牛*麗],1
zzs,[珍-王+米],1
zzs,[兙-十+羽],1
zzs,[撥-殳+弓],1
zzs,[目*公],1
zzs,[茶-卄+北],1
zzs,[泳-永+(壹-豆+石)],1
zzs,[嶭/示],1
zzs,[噙-离+(恭-共)],1
no_gaiji,ぞ,1
no_gaiji,ね,1
zzs,[口*圻],1
no_gaiji,ぼ,1
zzs,[倞-口+日],1
zzs,[(厂@((既-旡)-日+口))*支],1
zzs,[(長-?+?)*頁],1
zzs,[打-丁+((ㄇ@人)/圭)],1
zzs,[口*烹],1
zzs,[米*正],1
zzs,[至*奉],1
zzs,[旲/(衣-〦+旦)],1
no_gaiji,ダ,1
zzs,[口*阜],1
zzs,[口*(肄-聿+(企-止+木))],1
zzs,[目*羅],1
zzs,[朿*頁],1
zzs,[亭*(尤-尢+曳)],1
zzs,[咢*(每-母+(厂@巾))],1
zzs,[竺-二+梫],1
zzs,[羊*旦],1
zzs,[日*(口/虫)],1
zzs,[?*(一/巾)],1
zzs,[訓/鳥],1
zzs,[爪*卑],1
zzs,[狂-王+薰],1
zzs,[(魍-ㄙ)-罔+(鹵-├)],1
zzs,[撘-合+言],1
zzs,[日*參],1
zzs,[怡-台+效],1
zzs,[(麩-夫+(焙-火))-來+(土/儿)],1
zzs,[(麩-夫+主)-來+(土/儿)],1
zzs,[口*犍],1
zzs,[洉-口+巴],1
zzs,[序-予+含],1
zzs,[褎-禾+?],1
zzs,[示*糜],1
zzs,[涳-工+豕],1
zzs,[土*(空-工+((嘹-口)-(日/小)))],1
zzs,[卄/儒],1
zzs,[飢-几+(烈-列+(包-巳+己))],1
zzs,[車*差],1
zzs,[飢-几+(烈-列+句)],1
zzs,[荻-火+隹],1
zzs,[目*曳],1
zzs,[日*作],1
zzs,[糸*(索-糸+系)],1
zzs,[示*(與/手)],1
zzs,[巴/拉],1
zzs,[加/么],1
zzs,[加/拉],1
zzs,[寧*孕],1
zzs,[口*嬭],1
zzs,[口*璃],1
zzs,[口*練],1
zzs,[荅/羽],1
zzs,[矢*曷],1
zzs,[口*凌],1
zzs,[楛-古+(太/皿)],1
zzs,[婬-女+車],1
zzs,[打-丁+(並/八)],1
zzs,[卄/(冗-几+(豆*殳))],1
zzs,[哎-乂+巳],1
zzs,[車*齒],1
zzs,[羔/月],1
zzs,[目*(盈-又+乂)],1
zzs,[既/月],1
zzs,[怡-台+命],1
zzs,[齒*(企-止+米)],1
zzs,[分/几],1
zzs,[日*寧],1
zzs,[保-木+大],1
zzs,[口*束*犬],1
zzs,[口*逝],1
zzs,[口*鹿],1
zzs,[(几/夕)*頁],1
zzs,[尸@拘],1
zzs,[((企-止+ㄒ)/正)*(素-糸+ㄆ)],1
zzs,[麗*ㄆ],1
zzs,[示*(臼/工)],1
zzs,[卄/(厂@(土/且))],1
zzs,[口*肥],1
zzs,[嗑-去+兮],1
zzs,[木*岸],1
zzs,[金*廾],1
zzs,[卄/(舌*爪)],1
zzs,[藪-ㄆ+爪],1
zzs,[糸*牙],1
zzs,[桅-厄+(口/ㄆ)],1
zzs,[宓/(乏-之+土)],1
zzs,[企-止+仁],1
zzs,[日*柔],1
zzs,[怡-台+奈],1
zzs,[珍-王+木],1
zzs,[日*精],1
zzs,[奴/女],1
zzs,[(臣*占)/皿],1
zzs,[戈@火],1
zzs,[焜-日+(向-口+人)],1
zzs,[泳-永+旴],1
zzs,[侄-土+(荒-芒)],1
zzs,[彳*盧],1
zzs,[示*(刀/巴)],1
zzs,[土*公],1
zzs,[袖-由+安],1
zzs,[仁-二+察],1
zzs,[挖-乙+稚],1
zzs,[折/月],1
zzs,[苨-匕+(司-(一/一/口)+土)],1
zzs,[冰-水+((甚-匹+(岡-山+十))*虫)],1
zzs,[栗-木+凡],1
zzs,[魚*(替-曰+貝)],1
zzs,[?/(冗-几+豕)],1
zzs,[仁-二+覃],1
zzs,[怡-台+匾],1
zzs,[口*嬾],1
zzs,[肆-聿+叉],1
zzs,[艋-子+羊],1
zzs,[雨/臂],1
zzs,[(麩-夫+欠)-來+(素-糸)],1
zzs,[咑-丁+(曰/工)],1
zzs,[(禾*尤)/里],1
zzs,[拏*奄],1
zzs,[怡-台+(德-彳)],1
zzs,[怡-台+暮],1
zzs,[糸*晝],1
zzs,[蘜-匊+奇],1
zzs,[目*杲],1
zzs,[繙-釆+水],1
zzs,[打-丁+剛],1
zzs,[帝*尤],1
zzs,[口*端],1
zzs,[怡-台+(盈-又+乂)],1
zzs,[瀟-肅+即],1
zzs,[月*(未-二+匚)],1
zzs,[齒*度],1
zzs,[口*祗],1
zzs,[木*薑],1
zzs,[口*跛],1
zzs,[詿*〡],1
zzs,[犛-未+矛],1
zzs,[媥-戶+合],1
zzs,[亭*近],1
zzs,[口*怒],1
zzs,[卄/沾],1
zzs,[卄/(辛*丸)/(衣-〦)],1
zzs,[仁-二+感],1
zzs,[禾*冬],1
zzs,[鼉-黽+?],1
zzs,[(身*里)/黑],1
zzs,[乞*乞],1
zzs,[喵-卄+(斤*斤)],1
zzs,[金*(免/免*免)],1
zzs,[又/(尤-尢+曳)],1
zzs,[冬/虫],1
zzs,[打-丁+咢],1
zzs,[牟*合],1
zzs,[嗎-(烈-列)+中],1
zzs,[文*感],1
zzs,[武*葛],1
zzs,[底*以],1
zzs,[仁-二+敻],1
zzs,[囗@夕],1
zzs,[身*(尤-尢+曳)],1
zzs,[宋-木+(癸-天+言)],1
zzs,[宜*我],1
zzs,[口*十*艮],1
zzs,[土*哏],1
zzs,[洱*又],1
zzs,[敞/貝],1
zzs,[示*套],1
zzs,[咼*(丐@口)],1
zzs,[薜/手],1
zzs,[石*(ㄙ/大/木)],1
zzs,[口*羯],1
zzs,[病-丙+旱],1
zzs,[泳-永+具],1
zzs,[取/示],1
zzs,[尼*奚],1
zzs,[(女/女)*甘],1
zzs,[(文*民)/(〦-一+貝)],1
zzs,[車*耳*止],1
zzs,[巫*頁],1
zzs,[示*承],1
zzs,[(臘-月+目)-口+ㄇ],1
zzs,[宋-木+(止/少)],1
zzs,[土*奢],1
zzs,[王*(鞨-人+乂)],1
zzs,[口*((起-巳+欠)-走+亢)],1
zzs,[口*降],1
zzs,[口*江],1
zzs,[工*各],1
zzs,[示*(夃/口)],1
zzs,[八/田],1
zzs,[打-丁+(自/ㄆ)],1
zzs,[跳-兆+尹],1
zzs,[筍-日+夕],1
zzs,[田*番],1
zzs,[蒰-舟+禾],1
zzs,[橾-品+弟],1
zzs,[(漢-夫+土)*鳥],1
zzs,[焱*見],1
zzs,[山*為],1
zzs,[病-丙+雉],1
zzs,[聲-耳+止],1
zzs,[口*曖],1
zzs,[日*致],1
zzs,[颱-台+真],1
zzs,[閫-木+(夭-(乂-(必-心)))],1
zzs,[起-巳+(厂@(羊-三+二))],1
zzs,[戚-小+谷],1
zzs,[肆-聿+犬],1
zzs,[壙-黃+((乏-之+土)/回)],1
zzs,[口*枲],1
zzs,[猛-子+(券-刀)],1
zzs,[(曰/(合-一))*斤],1
zzs,[虫*豆*寸],1
zzs,[嶽-狺+巿],1
zzs,[金*迸],1
zzs,[栗-木+((一/(即-ㄗ))*(一/艮))],1
zzs,[攸-ㄆ+(米/心)],1
zzs,[俱/十/(口*口)],1
zzs,[(女*丸)/木/心],1
zzs,[跳-兆+(田/(歹*寸))],1
zzs,[尸@地],1
zzs,[金*餘],1
zzs,[(田*田)/((止/天)*奓)],1
zzs,[跳-兆+(田/太)],1
zzs,[跳-兆+俱],1
zzs,[(沅-兀+艮)/寸],1
zzs,[茶-木+(兔-(色-巴)+(白-日))],1
zzs,[最/寸],1
zzs,[咒-几+(俱/木)],1
zzs,[咒-几+(阿-可+具)],1
zzs,[阿-可+利],1
zzs,[俞-刖+((阿-可+具)/寸)],1
zzs,[俞-刖+((阿-可+俱)/(木*歹*木))],1
zzs,[林/ㄙ],1
zzs,[哎-乂+(林/木)],1
zzs,[圓/寸],1
zzs,[阿-可+(目/寸)],1
zzs,[阿-可+(俱/木)],1
zzs,[打-丁+梨],1
zzs,[侍-士+(阿-可+具)],1
zzs,[女*忿],1
zzs,[(序-予+(林/路))/糸],1
zzs,[加/跛],1
zzs,[言*伯],1
zzs,[諻-王+去],1
zzs,[這-言+智],1
zzs,[蹲-酋+俱],1
zzs,[泳-永+眄],1
zzs,[山*雀],1
zzs,[山*在],1
zzs,[口*(差-工+目)],1
zzs,[多/寸],1
zzs,[万/寸],1
zzs,[蹲-酋+(大/田)],1
zzs,[跳-兆+(打-丁+(匙-匕+寸))],1
zzs,[騎-可+典],1
zzs,[壹-豆+(加/力)],1
zzs,[這-言+(加/寸)],1
zzs,[陀/寸],1
zzs,[跳-兆+(脊-月+貝)],1
zzs,[這-言+(跳-兆+自)],1
zzs,[(跳-兆+自)/廾],1
zzs,[(糸*甫)/木],1
zzs,[(阿-可+良)/金],1
zzs,[(上/下)*寸],1
zzs,[跳-兆+利],1
zzs,[((ㄙ/小)*欠)/(氘-气)],1
zzs,[欣/(歹*〡)],1
zzs,[奴/奈],1
zzs,[月*首*月],1
zzs,[?@(咠*皮)],1
zzs,[泳-永+夢],1
zzs,[篷-夆+本],1
zzs,[怡-台+匠],1
zzs,[(仁-二)*?*中],1
zzs,[阿-可+((丙*丙)/木)],1
zzs,[媋-日+(奄-大)],1
zzs,[(尸@日)*尃],1
zzs,[儷-鹿+木],1
zzs,[揭-曰],1
zzs,[酉*多],1
